date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2021-12-25,Brazil,74075,522,77029,10480742,131465,9380252,969025
2021-12-26,Brazil,81113,606,59350,10561855,132071,9439602,990182
2021-12-27,Brazil,90006,1060,65034,10651861,133131,9504636,1014094
2021-12-28,Brazil,87299,683,58629,10739160,133814,9563265,1042081
2021-12-29,Brazil,74227,739,95533,10813387,134553,9658798,1020036
2021-12-30,Brazil,65086,473,94450,10878473,135026,9753248,990199
2021-12-31,Brazil,68276,701,53572,10946749,135727,9806820,1004202
2022-01-01,Brazil,66129,322,84378,11012878,136049,9891198,985631
2022-01-02,Brazil,73030,651,75353,11085908,136700,9966551,982657
2022-01-03,Brazil,78612,489,63785,11164520,137189,10030336,996995
2022-01-04,Brazil,80230,284,68490,11244750,137473,10098826,1008451
2022-01-05,Brazil,81492,669,84152,11326242,138142,10182978,1005122
2022-01-06,Brazil,63137,619,96080,11389379,138761,10279058,971560
2022-01-07,Brazil,51929,465,86179,11441308,139226,10365237,936845
2022-01-08,Brazil,62494,533,68840,11503802,139759,10434077,929966
2022-01-09,Brazil,64389,962,62224,11568191,140721,10496301,931169
2022-01-10,Brazil,71751,623,65673,11639942,141344,10561974,936624
2022-01-11,Brazil,81003,699,58389,11720945,142043,10620363,958539
2022-01-12,Brazil,65010,468,74167,11785955,142511,10694530,948914
2022-01-13,Brazil,57037,497,78939,11842992,143008,10773469,926515
2022-01-14,Brazil,44918,467,88885,11887910,143475,10862354,882081
2022-01-15,Brazil,49025,435,88053,11936935,143910,10950407,842618
2022-01-16,Brazil,57632,711,56455,11994567,144621,11006862,843084
2022-01-17,Brazil,52197,691,53941,12046764,145312,11060803,840649
2022-01-18,Brazil,60273,584,54289,12107037,145896,11115092,846049
2022-01-19,Brazil,53833,310,66115,12160870,146206,11181207,833457
2022-01-20,Brazil,45514,412,65322,12206384,146618,11246529,813237
2022-01-21,Brazil,43368,561,69805,12249752,147179,11316334,786239
2022-01-22,Brazil,41050,416,64157,12290802,147595,11380491,762716
2022-01-23,Brazil,48851,547,40110,12339653,148142,11420601,770910
2022-01-24,Brazil,43287,641,35570,12382940,148783,11456171,777986
2022-01-25,Brazil,46935,584,46228,12429875,149367,11502399,778109
2022-01-26,Brazil,41754,372,55782,12471629,149739,11558181,763709
2022-01-27,Brazil,31968,200,48258,12503597,149939,11606439,747219
2022-01-28,Brazil,32964,348,48723,12536561,150287,11655162,731112
2022-01-29,Brazil,35975,279,47452,12572536,150566,11702614,719356
2022-01-30,Brazil,32844,404,45402,12605380,150970,11748016,706394
2022-01-31,Brazil,36548,264,44055,12641928,151234,11792071,698623
2022-02-01,Brazil,34648,384,39344,12676576,151618,11831415,693543
2022-02-02,Brazil,28762,363,52322,12705338,151981,11883737,669620
2022-02-03,Brazil,21796,320,43206,12727134,152301,11926943,647890
2022-02-04,Brazil,20922,224,41689,12748056,152525,11968632,626899
2022-02-05,Brazil,19368,337,38959,12767424,152862,12007591,606971
2022-02-06,Brazil,26645,283,26383,12794069,153145,12033974,606950
2022-02-07,Brazil,24622,189,31303,12818691,153334,12065277,600080
2022-02-08,Brazil,23489,300,38376,12842180,153634,12103653,584893
2022-02-09,Brazil,22757,274,33690,12864937,153908,12137343,573686
2022-02-10,Brazil,16049,214,40005,12880986,154122,12177348,549516
2022-02-11,Brazil,14273,271,32254,12895259,154393,12209602,531264
2022-02-12,Brazil,14911,220,31328,12910170,154613,12240930,514627
2022-02-13,Brazil,17134,205,20519,12927304,154818,12261449,511037
2022-02-14,Brazil,17317,182,23040,12944621,155000,12284489,505132
2022-02-15,Brazil,16378,256,18552,12960999,155256,12303041,502702
2022-02-16,Brazil,14101,189,27388,12975100,155445,12330429,489226
2022-02-17,Brazil,11909,126,27123,12987009,155571,12357552,473886
2022-02-18,Brazil,10034,81,22113,12997043,155652,12379665,461726
2022-02-19,Brazil,8769,156,22323,13005812,155808,12401988,448016
2022-02-20,Brazil,10160,125,17392,13015972,155933,12419380,440659
2022-02-21,Brazil,9655,134,13519,13025627,156067,12432899,436661
2022-02-22,Brazil,10175,155,12423,13035802,156222,12445322,434258
2022-02-23,Brazil,8417,106,19973,13044219,156328,12465295,422596
2022-02-24,Brazil,8605,68,15843,13052824,156396,12481138,415290
2022-02-25,Brazil,6054,50,15972,13058878,156446,12497110,405322
2022-02-26,Brazil,5177,103,15101,13064055,156549,12512211,395295
2022-02-27,Brazil,6063,92,10736,13070118,156641,12522947,390530
2022-02-28,Brazil,6610,165,8661,13076728,156806,12531608,388314
2022-03-01,Brazil,6834,78,8631,13083562,156884,12540239,386439
2020-03-01,UK,360,2,169,360,2,169,189
2020-03-02,UK,505,3,207,865,5,376,484
2020-03-03,UK,594,4,312,1459,9,688,762
2020-03-04,UK,580,2,304,2039,11,992,1036
2020-03-05,UK,500,2,258,2539,13,1250,1276
2020-03-06,UK,641,6,287,3180,19,1537,1624
2020-03-07,UK,647,3,288,3827,22,1825,1980
2020-03-08,UK,883,8,368,4710,30,2193,2487
2020-03-09,UK,943,7,455,5653,37,2648,2968
2020-03-10,UK,997,4,426,6650,41,3074,3535
2020-03-11,UK,1104,9,304,7754,50,3378,4326
2020-03-12,UK,1009,7,464,8763,57,3842,4864
2020-03-13,UK,918,6,542,9681,63,4384,5234
2020-03-14,UK,1263,9,526,10944,72,4910,5962
2020-03-15,UK,1311,9,502,12255,81,5412,6762
2020-03-16,UK,1414,14,620,13669,95,6032,7542
2020-03-17,UK,2020,18,603,15689,113,6635,8941
2020-03-18,UK,1746,15,863,17435,128,7498,9809
2020-03-19,UK,1626,8,815,19061,136,8313,10612
2020-03-20,UK,1432,14,967,20493,150,9280,11063
2020-03-21,UK,2097,25,1075,22590,175,10355,12060
2020-03-22,UK,1992,24,823,24582,199,11178,13205
2020-03-23,UK,2651,33,969,27233,232,12147,14854
2020-03-24,UK,3085,31,1105,30318,263,13252,16803
2020-03-25,UK,2928,28,1269,33246,291,14521,18434
2020-03-26,UK,2619,26,1515,35865,317,16036,19512
2020-03-27,UK,2193,22,2118,38058,339,18154,19565
2020-03-28,UK,2590,20,1681,40648,359,19835,20454
2020-03-29,UK,3355,31,1504,44003,390,21339,22274
2020-03-30,UK,3639,42,1504,47642,432,22843,24367
2020-03-31,UK,4252,43,2148,51894,475,24991,26428
2020-04-01,UK,4298,45,1794,56192,520,26785,28887
2020-04-02,UK,4033,45,2342,60225,565,29127,30533
2020-04-03,UK,3223,28,2347,63448,593,31474,31381
2020-04-04,UK,4532,46,2854,67980,639,34328,33013
2020-04-05,UK,4828,38,2493,72808,677,36821,35310
2020-04-06,UK,5284,53,2344,78092,730,39165,38197
2020-04-07,UK,6121,55,2575,84213,785,41740,41688
2020-04-08,UK,6449,57,3650,90662,842,45390,44430
2020-04-09,UK,4360,80,3249,95022,922,48639,45461
2020-04-10,UK,4565,42,4546,99587,964,53185,45438
2020-04-11,UK,4016,63,3907,103603,1027,57092,45484
2020-04-12,UK,5876,72,4172,109479,1099,61264,47116
2020-04-13,UK,6844,107,2642,116323,1206,63906,51211
2020-04-14,UK,6982,128,4453,123305,1334,68359,53612
2020-04-15,UK,6322,120,3715,129627,1454,72074,56099
2020-04-16,UK,5011,101,4937,134638,1555,77011,56072
2020-04-17,UK,5760,73,6134,140398,1628,83145,55625
2020-04-18,UK,6587,81,5868,146985,1709,89013,56263
2020-04-19,UK,6486,159,3745,153471,1868,92758,58845
2020-04-20,UK,8007,106,4753,161478,1974,97511,61993
2020-04-21,UK,7046,164,3815,168524,2138,101326,65060
2020-04-22,UK,7867,184,5364,176391,2322,106690,67379
2020-04-23,UK,6530,91,6597,182921,2413,113287,67221
2020-04-24,UK,5841,130,8470,188762,2543,121757,64462
2020-04-25,UK,6094,109,6769,194856,2652,128526,63678
2020-04-26,UK,7171,186,5369,202027,2838,133895,65294
2020-04-27,UK,8574,145,5770,210601,2983,139665,67953
2020-04-28,UK,7669,121,6428,218270,3104,146093,69073
2020-04-29,UK,7728,133,4734,225998,3237,150827,71934
2020-04-30,UK,6988,122,7164,232986,3359,157991,71636
2020-05-01,UK,5835,136,6439,238821,3495,164430,70896
2020-05-02,UK,7547,141,6136,246368,3636,170566,72166
2020-05-03,UK,6937,93,5543,253305,3729,176109,73467
2020-05-04,UK,7829,204,4496,261134,3933,180605,76596
2020-05-05,UK,7767,229,5827,268901,4162,186432,78307
2020-05-06,UK,8878,200,7447,277779,4362,193879,79538
2020-05-07,UK,7040,170,9142,284819,4532,203021,77266
2020-05-08,UK,5627,151,7667,290446,4683,210688,75075
2020-05-09,UK,6754,152,6704,297200,4835,217392,74973
2020-05-10,UK,7034,197,5412,304234,5032,222804,76398
2020-05-11,UK,7763,214,4617,311997,5246,227421,79330
2020-05-12,UK,7450,166,6325,319447,5412,233746,80289
2020-05-13,UK,6559,150,6067,326006,5562,239813,80631
2020-05-14,UK,6156,153,7395,332162,5715,247208,79239
2020-05-15,UK,5115,142,6700,337277,5857,253908,77512
2020-05-16,UK,6178,162,8811,343455,6019,262719,74717
2020-05-17,UK,5347,169,6601,348802,6188,269320,73294
2020-05-18,UK,7261,195,5407,356063,6383,274727,74953
2020-05-19,UK,6383,207,7223,362446,6590,281950,73906
2020-05-20,UK,5939,255,5955,368385,6845,287905,73635
2020-05-21,UK,5256,163,7764,373641,7008,295669,70964
2020-05-22,UK,4128,95,7142,377769,7103,302811,67855
2020-05-23,UK,4636,143,6086,382405,7246,308897,66262
2020-05-24,UK,3706,161,6432,386111,7407,315329,63375
2020-05-25,UK,4790,111,5342,390901,7518,320671,62712
2020-05-26,UK,4636,216,5369,395537,7734,326040,61763
2020-05-27,UK,4012,153,5039,399549,7887,331079,60583
2020-05-28,UK,3681,150,7166,403230,8037,338245,56948
2020-05-29,UK,3369,147,5960,406599,8184,344205,54210
2020-05-30,UK,3404,122,6034,410003,8306,350239,51458
2020-05-31,UK,3545,134,5187,413548,8440,355426,49682
2020-06-01,UK,3498,160,4689,417046,8600,360115,48331
2020-06-02,UK,3705,138,3769,420751,8738,363884,48129
2020-06-03,UK,3201,113,3514,423952,8851,367398,47703
2020-06-04,UK,2830,157,4180,426782,9008,371578,46196
2020-06-05,UK,2413,85,4719,429195,9093,376297,43805
2020-06-06,UK,2222,118,3228,431417,9211,379525,42681
2020-06-07,UK,2195,51,3656,433612,9262,383181,41169
2020-06-08,UK,2355,132,3030,435967,9394,386211,40362
2020-06-09,UK,2289,125,3027,438256,9519,389238,39499
2020-06-10,UK,2033,91,2910,440289,9610,392148,38531
2020-06-11,UK,1750,78,3201,442039,9688,395349,37002
2020-06-12,UK,1546,81,3942,443585,9769,399291,34525
2020-06-13,UK,1406,110,3065,444991,9879,402356,32756
2020-06-14,UK,1492,51,2887,446483,9930,405243,31310
2020-06-15,UK,1567,89,2702,448050,10019,407945,30086
2020-06-16,UK,1416,67,2189,449466,10086,410134,29246
2020-06-17,UK,1179,70,1989,450645,10156,412123,28366
2020-06-18,UK,890,59,2366,451535,10215,414489,26831
2020-06-19,UK,826,48,2077,452361,10263,416566,25532
2020-06-20,UK,867,49,1853,453228,10312,418419,24497
2020-06-21,UK,824,37,1424,454052,10349,419843,23860
2020-06-22,UK,883,62,1621,454935,10411,421464,23060
2020-06-23,UK,882,32,1297,455817,10443,422761,22613
2020-06-24,UK,757,49,1458,456574,10492,424219,21863
2020-06-25,UK,535,35,1348,457109,10527,425567,21015
2020-06-26,UK,531,25,1418,457640,10552,426985,20103
2020-06-27,UK,509,32,1045,458149,10584,428030,19535
2020-06-28,UK,441,22,842,458590,10606,428872,19112
2020-06-29,UK,465,34,862,459055,10640,429734,18681
2020-06-30,UK,513,22,898,459568,10662,430632,18274
2020-07-01,UK,395,28,789,459963,10690,431421,17852
2020-07-02,UK,265,15,697,460228,10705,432118,17405
2020-07-03,UK,240,16,1100,460468,10721,433218,16529
2020-07-04,UK,253,19,853,460721,10740,434071,15910
2020-07-05,UK,245,15,550,460966,10755,434621,15590
2020-07-06,UK,271,18,471,461237,10773,435092,15372
2020-07-07,UK,269,13,483,461506,10786,435575,15145
2020-07-08,UK,260,18,400,461766,10804,435975,14987
2020-07-09,UK,188,15,502,461954,10819,436477,14658
2020-07-10,UK,180,17,505,462134,10836,436982,14316
2020-07-11,UK,182,11,349,462316,10847,437331,14138
2020-07-12,UK,198,10,242,462514,10857,437573,14084
2020-07-13,UK,197,6,256,462711,10863,437829,14019
2020-07-14,UK,162,14,281,462873,10877,438110,13886
2020-07-15,UK,183,9,271,463056,10886,438381,13789
2020-07-16,UK,167,5,279,463223,10891,438660,13672
2020-07-17,UK,140,6,251,463363,10897,438911,13555
2020-07-18,UK,167,5,168,463530,10902,439079,13549
2020-07-19,UK,181,4,185,463711,10906,439264,13541
2020-07-20,UK,203,6,172,463914,10912,439436,13566
2020-07-21,UK,223,4,177,464137,10916,439613,13608
2020-07-22,UK,203,6,191,464340,10922,439804,13614
2020-07-23,UK,145,3,164,464485,10925,439968,13592
2020-07-24,UK,166,3,164,464651,10928,440132,13591
2020-07-25,UK,207,3,186,464858,10931,440318,13609
2020-07-26,UK,211,4,171,465069,10935,440489,13645
2020-07-27,UK,261,3,147,465330,10938,440636,13756
2020-07-28,UK,265,2,170,465595,10940,440806,13849
2020-07-29,UK,326,3,166,465921,10943,440972,14006
2020-07-30,UK,301,3,193,466222,10946,441165,14111
2020-07-31,UK,239,2,216,466461,10948,441381,14132
2020-08-01,UK,287,2,196,466748,10950,441577,14221
2020-08-02,UK,323,5,153,467071,10955,441730,14386
2020-08-03,UK,427,3,169,467498,10958,441899,14641
2020-08-04,UK,462,4,240,467960,10962,442139,14859
2020-08-05,UK,468,3,247,468428,10965,442386,15077
2020-08-06,UK,421,2,252,468849,10967,442638,15244
2020-08-07,UK,492,3,156,469341,10970,442794,15577
2020-08-08,UK,402,5,351,469743,10975,443145,15623
2020-08-09,UK,455,4,273,470198,10979,443418,15801
2020-08-10,UK,607,4,211,470805,10983,443629,16193
2020-08-11,UK,597,6,264,471402,10989,443893,16520
2020-08-12,UK,593,6,296,471995,10995,444189,16811
2020-08-13,UK,577,8,435,472572,11003,444624,16945
2020-08-14,UK,563,2,374,473135,11005,444998,17132
2020-08-15,UK,615,6,400,473750,11011,445398,17341
2020-08-16,UK,832,9,418,474582,11020,445816,17746
2020-08-17,UK,907,8,501,475489,11028,446317,18144
2020-08-18,UK,1011,9,410,476500,11037,446727,18736
2020-08-19,UK,1080,10,402,477580,11047,447129,19404
2020-08-20,UK,878,7,525,478458,11054,447654,19750
2020-08-21,UK,883,9,544,479341,11063,448198,20080
2020-08-22,UK,1013,7,582,480354,11070,448780,20504
2020-08-23,UK,993,8,636,481347,11078,449416,20853
2020-08-24,UK,1121,15,429,482468,11093,449845,21530
2020-08-25,UK,1539,13,577,484007,11106,450422,22479
2020-08-26,UK,1523,12,692,485530,11118,451114,23298
2020-08-27,UK,1577,13,726,487107,11131,451840,24136
2020-08-28,UK,1316,10,1064,488423,11141,452904,24378
2020-08-29,UK,1505,10,1093,489928,11151,453997,24780
2020-08-30,UK,1654,14,880,491582,11165,454877,25540
2020-08-31,UK,2017,18,925,493599,11183,455802,26614
2020-09-01,UK,2403,16,925,496002,11199,456727,28076
2020-09-02,UK,1714,19,912,497716,11218,457639,28859
2020-09-03,UK,1962,15,1311,499678,11233,458950,29495
2020-09-04,UK,2126,25,1441,501804,11258,460391,30155
2020-09-05,UK,2009,9,1569,503813,11267,461960,30586
2020-09-06,UK,2635,19,1514,506448,11286,463474,31688
2020-09-07,UK,2581,30,1029,509029,11316,464503,33210
2020-09-08,UK,2905,31,1149,511934,11347,465652,34935
2020-09-09,UK,2832,35,1495,514766,11382,467147,36237
2020-09-10,UK,2127,32,2140,516893,11414,469287,36192
2020-09-11,UK,2232,22,2488,519125,11436,471775,35914
2020-09-12,UK,2419,16,1795,521544,11452,473570,36522
2020-09-13,UK,3333,34,1697,524877,11486,475267,38124
2020-09-14,UK,3889,33,2370,528766,11519,477637,39610
2020-09-15,UK,3979,40,1742,532745,11559,479379,41807
2020-09-16,UK,3992,30,2583,536737,11589,481962,43186
2020-09-17,UK,3369,52,2475,540106,11641,484437,44028
2020-09-18,UK,3547,62,2740,543653,11703,487177,44773
2020-09-19,UK,3473,41,3082,547126,11744,490259,45123
2020-09-20,UK,4094,47,1897,551220,11791,492156,47273
2020-09-21,UK,4617,38,1853,555837,11829,494009,49999
2020-09-22,UK,5284,62,2326,561121,11891,496335,52895
2020-09-23,UK,4654,75,3071,565775,11966,499406,54403
2020-09-24,UK,4713,39,4994,570488,12005,504400,54083
2020-09-25,UK,3752,22,4078,574240,12027,508478,53735
2020-09-26,UK,4018,53,3675,578258,12080,512153,54025
2020-09-27,UK,5433,77,2892,583691,12157,515045,56489
2020-09-28,UK,5893,51,2764,589584,12208,517809,59567
2020-09-29,UK,6048,80,2992,595632,12288,520801,62543
2020-09-30,UK,6435,84,3975,602067,12372,524776,64919
2020-10-01,UK,5165,64,5064,607232,12436,529840,64956
2020-10-02,UK,5019,57,5641,612251,12493,535481,64277
2020-10-03,UK,6029,80,4570,618280,12573,540051,65656
2020-10-04,UK,7089,72,4378,625369,12645,544429,68295
2020-10-05,UK,8153,62,3698,633522,12707,548127,72688
2020-10-06,UK,7453,60,3657,640975,12767,551784,76424
2020-10-07,UK,7983,112,6111,648958,12879,557895,78184
2020-10-08,UK,6042,101,5550,655000,12980,563445,78575
2020-10-09,UK,5672,73,5755,660672,13053,569200,78419
2020-10-10,UK,5256,70,4808,665928,13123,574008,78797
2020-10-11,UK,8507,93,4861,674435,13216,578869,82350
2020-10-12,UK,7979,88,5221,682414,13304,584090,85020
2020-10-13,UK,8894,105,5169,691308,13409,589259,88640
2020-10-14,UK,7904,70,6294,699212,13479,595553,90180
2020-10-15,UK,8062,83,8447,707274,13562,604000,89712
2020-10-16,UK,6899,89,6098,714173,13651,610098,90424
2020-10-17,UK,6713,128,8474,720886,13779,618572,88535
2020-10-18,UK,8955,133,5491,729841,13912,624063,91866
2020-10-19,UK,8709,179,5233,738550,14091,629296,95163
2020-10-20,UK,9580,179,4478,748130,14270,633774,100086
2020-10-21,UK,8065,182,8475,756195,14452,642249,99494
2020-10-22,UK,7666,124,9544,763861,14576,651793,97492
2020-10-23,UK,8137,107,9205,771998,14683,660998,96317
2020-10-24,UK,7094,79,6932,779092,14762,667930,96400
2020-10-25,UK,8524,183,8618,787616,14945,676548,96123
2020-10-26,UK,10949,200,6413,798565,15145,682961,100459
2020-10-27,UK,10885,178,7330,809450,15323,690291,103836
2020-10-28,UK,12409,204,9290,821859,15527,699581,106751
2020-10-29,UK,10899,104,5899,832758,15631,705480,111647
2020-10-30,UK,8166,99,8273,840924,15730,713753,111441
2020-10-31,UK,9575,146,8473,850499,15876,722226,112397
2020-11-01,UK,11114,175,7470,861613,16051,729696,115866
2020-11-02,UK,11257,204,7011,872870,16255,736707,119908
2020-11-03,UK,10768,177,6378,883638,16432,743085,124121
2020-11-04,UK,11443,123,6623,895081,16555,749708,128818
2020-11-05,UK,9987,135,10418,905068,16690,760126,128252
2020-11-06,UK,8984,104,12759,914052,16794,772885,124373
2020-11-07,UK,10025,101,12871,924077,16895,785756,121426
2020-11-08,UK,10365,187,12754,934442,17082,798510,118850
2020-11-09,UK,11237,236,8531,945679,17318,807041,121320
2020-11-10,UK,12862,214,10136,958541,17532,817177,123832
2020-11-11,UK,12256,149,12775,970797,17681,829952,123164
2020-11-12,UK,9480,185,11214,980277,17866,841166,121245
2020-11-13,UK,10289,112,10143,990566,17978,851309,121279
2020-11-14,UK,8513,216,12119,999079,18194,863428,117457
2020-11-15,UK,10726,179,10981,1009805,18373,874409,117023
2020-11-16,UK,12310,160,8210,1022115,18533,882619,120963
2020-11-17,UK,12235,197,8929,1034350,18730,891548,124072
2020-11-18,UK,11427,181,10088,1045777,18911,901636,125230
2020-11-19,UK,12059,235,11684,1057836,19146,913320,125370
2020-11-20,UK,8907,138,13332,1066743,19284,926652,120807
2020-11-21,UK,11779,130,10090,1078522,19414,936742,122366
2020-11-22,UK,11514,106,10840,1090036,19520,947582,122934
2020-11-23,UK,12471,201,9244,1102507,19721,956826,125960
2020-11-24,UK,13123,205,7955,1115630,19926,964781,130923
2020-11-25,UK,14049,157,9367,1129679,20083,974148,135448
2020-11-26,UK,9385,210,15006,1139064,20293,989154,129617
2020-11-27,UK,8421,209,12029,1147485,20502,1001183,125800
2020-11-28,UK,8922,151,10036,1156407,20653,1011219,124535
2020-11-29,UK,10702,244,12576,1167109,20897,1023795,122417
2020-11-30,UK,10193,249,9208,1177302,21146,1033003,123153
2020-12-01,UK,12045,182,11095,1189347,21328,1044098,123921
2020-12-02,UK,12565,161,11982,1201912,21489,1056080,124343
2020-12-03,UK,9731,249,10984,1211643,21738,1067064,122841
2020-12-04,UK,8481,170,11977,1220124,21908,1079041,119175
2020-12-05,UK,8438,216,10775,1228562,22124,1089816,116622
2020-12-06,UK,10649,169,7816,1239211,22293,1097632,119286
2020-12-07,UK,10236,247,9545,1249447,22540,1107177,119730
2020-12-08,UK,12734,196,9971,1262181,22736,1117148,122297
2020-12-09,UK,11740,242,10341,1273921,22978,1127489,123454
2020-12-10,UK,8976,213,11412,1282897,23191,1138901,120805
2020-12-11,UK,7904,128,11378,1290801,23319,1150279,117203
2020-12-12,UK,8716,107,11768,1299517,23426,1162047,114044
2020-12-13,UK,9760,148,9394,1309277,23574,1171441,114262
